日付,市場コード,市場名称,カテゴリーコード,カテゴリー名称,数量
2022/06/01,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,369451.3414
2022/06/01,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,444.5899
2022/06/01,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,155769.1902
2022/06/02,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,318425.0303
2022/06/02,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,587.046
2022/06/02,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,151091.7198
2022/06/03,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,349373.1232
2022/06/03,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,385.9902
2022/06/03,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,164063.3598
2022/06/04,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,397845.6492
2022/06/04,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,509.644
2022/06/04,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,200330.8563
2022/06/05,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,382462.7216
2022/06/05,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,433.6486
2022/06/05,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,170116.6505
2022/06/06,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,405889.9998
2022/06/06,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,686.8615
2022/06/06,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,176497.3463
2022/06/07,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,388279.8486
2022/06/07,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,419.4187
2022/06/07,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,169982.84
2022/06/08,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,326455.1746
2022/06/08,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,386.338
2022/06/08,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,150336.603
2022/06/09,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,317204.754
2022/06/09,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,367.727
2022/06/09,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,147307.9047
2022/06/10,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,360039.1209
2022/06/10,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,402.0048
2022/06/10,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,166943.9831
2022/06/11,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,383545.0407
2022/06/11,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,405.4952
2022/06/11,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,188929.162
2022/06/12,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,396569.2367
2022/06/12,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,29.5265
2022/06/12,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,183338.1685
2022/06/13,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,386526.3245
2022/06/13,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,49.533
2022/06/13,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,161054.3104
2022/06/14,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,372401.86
2022/06/14,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,45.8876
2022/06/14,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,162849.8504
2022/06/15,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,457302.7208
2022/06/15,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,58.9863
2022/06/15,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,196030.745
2022/06/16,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,338824.7101
2022/06/16,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,22.5403
2022/06/16,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,156223.733
2022/06/17,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,349806.3273
2022/06/17,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,82634.4281
2022/06/17,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,165278.9699
2022/06/18,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,392127.9843
2022/06/18,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,104250.0262
2022/06/18,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,197775.2258
2022/06/19,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,391024.6198
2022/06/19,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,93270.7591
2022/06/19,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,186469.0092
2022/06/20,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,390408.8303
2022/06/20,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,88211.9844
2022/06/20,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,169857.827
2022/06/21,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,362041.7791
2022/06/21,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,110870.0917
2022/06/21,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,159402.4718
2022/06/22,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,339344.447
2022/06/22,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,87993.887
2022/06/22,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,153330.8873
2022/06/23,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,329318.4414
2022/06/23,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,86781.0301
2022/06/23,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,152577.922
2022/06/24,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,347703.2152
2022/06/24,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,79242.6701
2022/06/24,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,164559.773
2022/06/25,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,388931.838
2022/06/25,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,100140.1602
2022/06/25,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,187226.0599
2022/06/26,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,410307.2323
